id,SalePrice
1461,122580.22151069275
1462,160192.8525730088
1463,177104.7578325923
1464,198295.15916104044
1465,198730.57840348576
1466,173887.78231135177
1467,172237.36826447648
1468,164303.12311086844
1469,182451.97164436302
1470,119277.25783858774
1471,194544.96116787833
1472,96955.46429953793
1473,99716.21901947905
1474,148798.7690752994
1475,116152.20825665256
1476,358885.70738914923
1477,246498.67573516766
1478,280578.2546116082
1479,271806.643016117
1480,503672.11140567437
1481,325164.9527967734
1482,208137.9881282378
1483,176439.37174638896
1484,162247.8592855061
1485,182058.93308726052
1486,193510.0434030742
1487,325730.0052832756
1488,238245.89889335382
1489,191497.32195800237
1490,225516.17396698325
1491,192880.5755591661
1492,94447.8804991786
1493,176111.49128969756
1494,294975.50443650776
1495,292821.6810990538
1496,231374.02756612486
1497,176726.32967017835
1498,166390.69508945866
1499,158306.5800386548
1500,158998.63392293014
1501,177838.6480749844
1502,145437.03985167912
1503,280070.3864078416
1504,243954.4953637925
1505,227108.98331787885
1506,190276.13713538024
1507,254482.56896745713
1508,196685.4772431574
1509,163471.1372498826
1510,144464.55712980803
1511,150069.68315876304
1512,172837.06404461857
1513,143256.75349897737
1514,150404.50873083295
1515,192744.22773832618
1516,154786.52637145997
1517,159354.0984670822
1518,132928.07150331262
1519,211209.4229225866
1520,131962.43581219323
1521,136379.74326871388
1522,176489.82851604704
1523,113590.13350203953
1524,126430.7571734176
1525,125187.11896465099
1526,114961.41834757997
1527,106238.22352630878
1528,138300.07818637334
1529,148968.6951042436
1530,182770.66476989692
1531,108823.70269699332
1532,95697.19090682754
1533,149424.27901087838
1534,123266.41547834587
1535,146435.3196414008
1536,108164.56805468506
1537,54453.12132172909
1538,160250.75834499623
1539,196822.72056850078
1540,87287.43367424411
1541,140027.99822291246
1542,137533.58661307354
1543,196622.19331143034
1544,83862.46226990377
1545,114765.90182347356
1546,130134.2858499755
1547,137572.4640910363
1548,131711.89006831506
1549,120425.01180576545
1550,131649.38252441806
1551,105326.53875582147
1552,136086.63654890095
1553,148280.90179059867
1554,120386.38077870524
1555,159699.2602501249
1556,82103.90166049343
1557,105263.10557312958
1558,102371.45017810997
1559,72690.85231173581
1560,126138.73369767671
1561,124204.72383689781
1562,127070.64599696141
1563,121994.03881279114
1564,157203.24451144104
1565,144846.1582968965
1566,231274.62872115948
1567,74128.62451852694
1568,235090.6240408813
1569,129550.03480605331
1570,142508.88830666812
1571,121422.23846970167
1572,145472.99454892497
1573,234541.69516084238
1574,107938.21209101632
1575,227433.62505375454
1576,245865.90421370385
1577,177069.99332226336
1578,146495.18382824506
1579,143736.48207267164
1580,189896.78187194068
1581,151598.55525603925
1582,125679.29012810928
1583,314547.1117829203
1584,223296.47950065497
1585,139508.9513424051
1586,70644.48669153627
1587,102822.07666951718
1588,152130.86538366764
1589,92688.1073857006
1590,136587.03660761297
1591,100048.4599616595
1592,112131.40103060064
1593,124824.08316423687
1594,121265.66511379665
1595,106090.76924462907
1596,224516.00119142755
1597,188714.52656512582
1598,218573.0737153103
1599,162921.4759223675
1600,156905.7341475106
1601,61395.53020764524
1602,118321.08326472827
1603,83524.08153797152
1604,260126.3074815491
1605,248385.45705844177
1606,170261.7819659891
1607,180844.76810813692
1608,208561.44763102254
1609,176638.00544609077
1610,146399.92672086594
1611,137623.3049128378
1612,165846.67799598016
1613,161305.47402420043
1614,128270.98506908532
1615,92646.89155431991
1616,81833.09956611713
1617,94297.69460276936
1618,125576.2293865321
1619,135398.90976918855
1620,127924.7228254925
1621,138401.013623564
1622,140508.47826175808
1623,272775.6397899899
1624,218317.05400329712
1625,124691.4767812723
1626,170221.0382516476
1627,191544.41040582754
1628,282289.67858332506
1629,173725.27569622558
1630,355492.1617451414
1631,223796.00476333668
1632,243554.719572925
1633,165743.32033077913
1634,182718.645721165
1635,180071.26803863756
1636,154111.3379257135
1637,191220.78618056147
1638,186917.82140911865
1639,181782.56814615312
1640,256731.2791941476
1641,176974.76227583628
1642,238936.3976884424
1643,219856.39482299896
1644,235018.133863832
1645,193847.57807644678
1646,160609.11132179943
1647,157773.35687678523
1648,126934.47643404828
1649,140935.3920783468
1650,111494.88203765624
1651,117619.60897072928
1652,99109.5108453389
1653,102914.09538663238
1654,144562.03269678875
1655,138187.56995661612
1656,142350.12913689791
1657,146594.0952092369
1658,145745.48877966416
1659,121888.37391526873
1660,148898.07238665677
1661,443448.15787828603
1662,404609.1916908422
1663,380184.2070790106
1664,528844.9405035946
1665,302453.52077968733
1666,319731.39480960753
1667,388646.4224354287
1668,334227.93175952916
1669,292799.9431596585
1670,337740.5696774949
1671,261645.05534817383
1672,447681.58653329895
1673,291937.41208976356
1674,244680.9459845367
1675,192832.96582912368
1676,193859.9925753465
1677,214659.02026632844
1678,498169.108599584
1679,379746.30659511796
1680,327915.89576729876
1681,236182.69902705908
1682,302411.4553983131
1683,181881.23631746997
1684,172027.4855252744
1685,174741.70692926945
1686,169491.07980276563
1687,166682.04472261854
1688,189074.35604047246
1689,193087.34120682927
1690,197720.103545062
1691,184325.78904311187
1692,260649.55823252804
1693,165265.44903178484
1694,183106.66236892203
1695,162142.20574984985
1696,275106.5509097838
1697,167137.26222082236
1698,342053.7442962832
1699,317565.4568556177
1700,247633.0775585604
1701,268136.659761352
1702,243697.09042466476
1703,238290.1323182704
1704,285940.45756789914
1705,228697.73775604647
1706,436433.2738224084
1707,202393.3064558767
1708,197617.39613451943
1709,278259.3932170946
1710,224635.99490031967
1711,265437.41087629105
1712,248441.95144251361
1713,266360.57014878583
1714,225081.1651961624
1715,205324.32749442453
1716,183793.55103961125
1717,172730.8566860321
1718,132129.98752161392
1719,202368.00023425347
1720,243740.9525555625
1721,164408.80870663628
1722,123229.58263701972
1723,152529.07139117617
1724,199145.23178284205
1725,241933.3778573556
1726,188165.3998283186
1727,152601.5829592693
1728,179267.94672785338
1729,161310.44025145037
1730,147595.8366963354
1731,121377.10442339587
1732,133395.8402271807
1733,116382.14961239861
1734,122217.21934892783
1735,128678.70062886359
1736,112124.71956725497
1737,314830.83203157596
1738,236815.8777940374
1739,249062.07156711328
1740,215606.24147652008
1741,189569.11804411985
1742,174415.6748878
1743,175992.13484282466
1744,330999.8539269888
1745,214416.5983498804
1746,178046.86439232063
1747,217409.06680296507
1748,226332.58714085334
1749,143613.77754270073
1750,126538.64123591795
1751,247779.5570459417
1752,118633.14465650701
1753,143333.76373654095
1754,194984.59027511376
1755,170972.84110201828
1756,126360.1069223686
1757,121583.81295996626
1758,145695.73718616943
1759,160747.09626616054
1760,161332.83941189793
1761,145866.6836002461
1762,173172.68793707318
1763,183081.38484796017
1764,117250.898336637
1765,176251.86188410324
1766,190301.10312222916
1767,223863.75120577787
1768,144895.39371032373
1769,173475.8677958592
1770,152547.9482956945
1771,120793.61418447198
1772,138727.0281473605
1773,127573.34830442541
1774,134875.72730549288
1775,142259.7620784831
1776,128838.30570788239
1777,109501.3173652738
1778,139673.45280214373
1779,118560.25318422078
1780,176595.53169221902
1781,127318.8633474943
1782,88173.30759482876
1783,143695.21240685155
1784,109860.23000283442
1785,123233.0849829672
1786,148515.44239432013
1787,166286.50042217172
1788,57558.99454174714
1789,100584.34083577059
1790,80230.84317466599
1791,184261.8912632625
1792,161172.7873841476
1793,129803.74061513518
1794,150669.27948381245
1795,139428.06121277026
1796,128462.61215228295
1797,112603.87376747812
1798,122969.98442188352
1799,118553.5380975189
1800,129659.77631706838
1801,129532.89655729418
1802,132693.88503460024
1803,148890.33275691688
1804,137214.75555440894
1805,135941.75772859855
1806,126661.16063702597
1807,131960.63240665884
1808,117793.16306827542
1809,120812.42196959721
1810,133741.11765056144
1811,85882.57805387786
1812,97507.26124093129
1813,122012.88616880233
1814,93059.55201485523
1815,53887.04557810822
1816,98551.99346950673
1817,103606.7500657215
1818,149586.36336382714
1819,130325.9615872679
1820,65923.11601193417
1821,112217.68415286113
1822,152938.44142994517
1823,51373.195090602116
1824,128241.78581596003
1825,136484.70534233534
1826,106857.01649752162
1827,100379.36157431928
1828,133835.09963865866
1829,114349.2361150844
1830,143427.225334776
1831,151957.04245852373
1832,71458.22951486144
1833,136764.57961754265
1834,124464.02249169059
1835,122989.84536755962
1836,128915.01123121295
1837,88863.45696152776
1838,129712.13482328676
1839,102604.6509465625
1840,139186.01441082504
1841,137087.17449916853
1842,88454.50212537605
1843,130376.90105425286
1844,134414.391586175
1845,140773.8898280632
1846,155232.7490194842
1847,163262.8410722588
1848,57277.82832785918
1849,112509.04508672633
1850,119409.02328572328
1851,159938.3546816467
1852,125948.36356924538
1853,129857.21745334464
1854,160299.6321956874
1855,146670.7112301603
1856,227472.70977039763
1857,146143.15219696763
1858,131581.1793008869
1859,115681.3207155872
1860,150572.64808433628
